English,Ekegusii
"He counted chosen men for the battle, as his lord had commanded him, to one hundred twenty thousand, with twelve thousand archers on horseback.","Agaikerania ase ogokorera onsi aria omonene oye amochiigete. Agasangereria abarwani bagotaara n’amagoro 120,000 na baria bakorwanera chibaarasi 12,000."
He arranged them as a great multitude is ordered for the war.,Akabaroberia ase ebika na kobabeeka ang’e ase esegi.
"He took camels, donkeys, and mules for their baggage, an exceedingly great multitude, and sheep, oxen, and goats without number for their provision,","Akabogoria omobaro omonge bwe chingamia, chitigere amo nechibarasi chitari koibora ase okobogoria emesigo. Akabogoria boigo ching’ondi, chiombe amo ne chimbori bichie koba endaagera."
"and a large supply of rations for every man, and a huge amount of gold and silver out of the king’s house.",Akamoa kera omorwani endagera eisane akoria amo n’ebinto ebinge bi’etaabu nechifeta korwa ase ebigachero bi’omorwoti.
"He went out, he and all his army, on their journey, to go before King Nebuchadnezzar, and to cover all the face of the earth westward with their chariots, horsemen, and chosen footmen.","Erio Holoferne agatang’anera omorwoti Nebukadinesaro, ere agasoka amo na abarwani baye bonsi. Okaba omoganda omonene bw’abarwani bariinete chigari chi’echibarasi na abagotaara na amagoro, goika bagatuba orogongo rwonsi rwa bosongo."
A great company of various nations went out with them like locusts and like the sand of the earth. For they could not be counted by reason of their multitude.,"Amo na abarwani, mbagendete abatunyani abange batanyare kobareka; nigo barenge buna chingige gose amaroba. Rora Abag. 7:12; Yoel 2:2-11"
"And they departed out of Nineveh three days’ journey toward the plain of Bectileth, and encamped from Bectileth near the mountain which is at the left hand of the Upper Cilicia.","Magega yorogendo rwa amatuko atato korwa ase omochie o Ninawi, bagaikera ebitii bie chinsinyo chi’omochie o Bekitilethi ang’e nebitunwa bire sugusu ya Kilikia. Bagatenena agwo."
"And he took all his army, his footmen, horsemen, and chariots, and went away from there into the hill country,","Holoferne amo na abarwani baye bonsi baria bagotaara na amagoro, abariinete chibarasi amo nechigari chiechibaarasi bakageenda bosio ase ense yebitunwa."
"and destroyed Put and Lud, and plundered all the children of Rasses and the children of Ishmael, which were along the wilderness to the south of the land of the Chellians.",Agachisiria chinse chionsi chia Libya na Lidia. Agasakora Abarasisi na Abaishimaeli bamenyete ase ensinyo ye erooro Irianyi y’ense ya Abakeni.
"And he went over Euphrates, and went through Mesopotamia, and broke down all the high cities that were upon the river Arbonai, until you come to the sea.",Holoferne akagenderera gosuka motwe akamboka orooche rwa Eyufurate erio agaeta gati ya Mesopotamia. Ere akaba okoyesiria emechie yaagachire chinsinyo chi’orooche rwa Aburoni goika ase enyaancha.
"And he took possession of the borders of Cilicia, and killed all who resisted him, and came to the borders of Japheth, which were toward the south, opposite Arabia.",Akayeira ensemo yonsi ya Kilikia na akaba kagoita onde bwensi orenge komotanga. Akagenderera motwe goika chimbebe chia sugusu ya Yafeti ang’e nense ya Arabia.
"He surrounded all the children of Midian, and set their tents on fire, and plundered their sheepfolds.",Akabaumokera Abamidiani mosiabano erio agasaamba chinyomba chiabo na koira ching’ondi chiabo.
"He went down into the plain of Damascus in the days of wheat harvest, and set all their fields on fire, and utterly destroyed their flocks and herds, plundered their cities, laid their plains waste, and struck all their young men with the edge of the sword.",Holoferne akagenda ase ense yomweya chibebekaine omochie o Damesiki na nigo biarenge ebiro biokogesa engaano. Agasaamba endagera yonsi ase emegondo yaabo naboigo agaita abamura baabo bonsi na gosakora obotenenku bwabo nobwechinse chionsi chibebekaine anseemo eyio.
"And the fear and the dread of him fell upon those who lived on the sea coast, upon those who were in Sidon and Tyre, those who lived in Sur and Ocina, and all who lived in Jemnaan. Those who lived in Azotus and Ascalon feared him exceedingly.","Abamenyi ba Mediterania bakabwatwa n’omoondoko omonene. Kera omonto omenyete ase omochie o Turo, Sidoni, Suru, Osina, Azoto na Asikeloni akabwatwa n’omoondoko omonene."
"And they sent to him messengers with words of peace, saying,","Abanto bonsi bechinsinyo chia bosongo bakamoirera amang’ana yokogania omorembe bagateeba,"
"“Behold, we the servants of Nebuchadnezzar the great king lie before you. Use us as it is pleasing in your sight.",intwe tweruure koba abaigweri ase ore aye omorwoti Nebukadinesaro. Nigo tore ase amaboko ao naende ntorigetie kogokorera na gokoigwera ase kera ring’ana oganetie aye.
"Behold, our dwellings, and all our country, and all our fields of wheat, and our flocks and herds, and all the sheepfolds of our tents, lie before your face. Use them as it may please you.","Amaagacho amo nense yaito yonsi, emegondo yeito y’engano, chitugo amo nobomenyo bwaito bwonsi nigo bire inse yoboteneneri bwao; bibogorie obikorere buna aye oganetie."
"Behold, even our cities and those who dwell in them are your servants. Come and deal with them as it is good in your eyes.”","Abanto baito nabasomba bao, boigo nore neribaga gokorera emechie yeito yonsi kende gionsi aye origetie."
"So the men came to Holofernes, and declared to him according to these words.","Magega yabatomwa b’omorembe komoikeria amang’ana ayio,"
"He came down toward the sea coast, he and his army, and set garrisons in the high cities, and took out of them chosen men for allies.",Holoferne akabaraa abarwani bonsi goika chingegu chi’enyancha ya Mediterania. Akabeeka oborendi ase emechie yonsi yaetananeirie chinyasi na gochoora abasacha b’ense eyio koba abakonyi baabarendi baye.
"They received him, they and all the country round about them, with garlands and dances and timbrels.",Erio abanto bonsi bagechabera amaua ase okomochengera na komoarigania Holoferne bakobugia chikonu.
"He cast down all their borders, and cut down their sacred groves. It had been given to him to destroy all the gods of the land, that all the nations would worship Nebuchadnezzar only, and that all their tongues and their tribes would call upon him as a god.","Nonya nabo, Holoferne agataagora ebisasimero bionsi na koyegeecha emete yaabo yonsi emechenu. Ayio nigo ayakorete ase engencho achiigetwe gosaria chisanamu chionsi erio abanto bonsi babe bakomosasiima Nebukadinesaro bweka naende abanto b’echinse nebisaku bionsi bimoroke nyasae obo."
"Then he came toward Esdraelon near to Dotaea, which is opposite the great ridge of Judea.",Holoferne agaeta gati ye rikura ria Yezirili ang’e na Dothani ebio birigereretie ebitunwa bia Yuda.
"He encamped between Geba and Scythopolis. He was there a whole month, that he might gather together all the baggage of his army.",Akabeeka eema ase omochie o Geba na Sithopoli. Akaba aroro ase ogosangereria abarwani baye.
"The children of Israel who lived in Judea heard all that Holofernes the chief captain of Nebuchadnezzar king of the Assyrians had done to the nations, and how he had plundered all their temples and destroyed them utterly.","Chinkuma chigaikera abanto b’ebisaku buna Holoferne, omoteneneri bwa abarwani amo Nebukadinesaro omorwoti bwa Abaasuri abikorerete ebisaku ase okobisiria na gosaria kegima ebisasimero ne chie Hekalu chiabo chionsi;"
"They were exceedingly afraid at his approach, and were troubled for Jerusalem and for the temple of the Lord their God;",Bakabwatwa nekeondoko amo n’obwoba obonge ase engencho ye’Hekalu y’Omonene Nyasae obo n’omochie o Yerusalemu.
"because they had newly come up from the captivity, and all the people of Judea were recently gathered together; and the vessels, the altar, and the house were sanctified after being profaned.","Ebiro ebio konya nario bairanire ase enka yaabo Yuda korwa ase basakoretwe gochia Babiloni. Erio nario konya baruure ase omosangererekano bwogochena Hekalu, amadabahu amo nebibekerero biaye bionsi ebio biabegetwe ase ogotacheneka."
"And they sent into every coast of Samaria, to Konae, to Beth-horon, Belmaim, Jericho, to Choba, Aesora, and to the valley of Salem;","Bakaira ogokuurera ase chinsemo chia Samaria, emechie y’Ekona, Esora, amo nerikura ria Salemu."
"and they occupied beforehand all the tops of the high mountains, fortified the villages that were in them, and stored supplies for the provision of war, for their fields were newly reaped.","Bakayebwata ase obwango chinsinyo chi’ebitunwa, bakaagacha oborendi ase ebitunwa ebio erio kobeeka ebigancha biabo aaroro na kwearigania ase esegi. Bakaba nebisio ebiya ase engencho erio nario konya baruure ase okogesa chindagera chiabo."
"Joakim the high priest, who was in those days at Jerusalem, wrote to those who lived in Bethulia and Betomesthaim, which is opposite Esdraelon toward the plain that is near to Dothaim,","Omokuani omonene Yohakimu oyoreenge ase omochie omonene o Yerusalemu ase chingaki echio, akabariikera abanto bamenyete ase emechie ya Bethulia na Betomesthaimu, ang’e ne Esdreloni ase ense omweya ere ang’e nomochie o Dothaimu."
"charging them to seize upon the ascents of the hill country; because by them was the entrance into Judea, and it was easy to stop them from approaching, inasmuch as the approach was narrow, with space for two men at the most.",Akabachiika baete ase enchera egotiira gochia ase ense ye ebitunwa. Enchera eyio nero yare gosoa ase omochie o Yuda naende nengote ase ogoeta abanto goetania oyomo. Igo nabo yareenge aorooro gotanga onde bwensi otaganeiri ase oboeto obwo.
"And the children of Israel did as Joakim the high priest had commanded them, as did the senate of all the people of Israel, which was in session at Jerusalem.",Abaisraeli bagaikerania onsi aya bachiigetwe n’Omokuani Omonene Yoakimu amo nabagaaka abwo baumeranete abwo Yerusalemu.
"And every man of Israel cried to God with great earnestness, and with great earnestness they humbled their souls.",Abasacha bonsi ba Israeli bakamoreera Omonene Nyasae obo ase ogwekeia nokweng’ata.
"They, their wives, their children, their cattle, and every sojourner, hireling, and servant bought with their money put sackcloth on their loins.","Ase obomo, barabwo, abakungu, abana baabo, chitugo chiabo, kera omoeti ase egati yaabo, abanto b’eng’eria nabasomba abagore bonsi bakabeeka chianga chichigunia. 4:10-12 rora Yona 3:7-8; Esteri 4:1-3"
"Every man and woman of Israel, including the little children and the inhabitants of Jerusalem, fell prostrate before the temple, cast ashes upon their heads, and spread out their sackcloth before the Lord. They put sackcloth around the altar.","Abasacha bonsi bamenyete ase omochie o Yerusalemu, abakungu bonsi amo na abana, bakaumama ase obosio bwe Hekalu beagete riibu ase emetwe yaabo na kwara chianga chiabo chichigunia ase obosio Omonene."
"They cried to the God of Israel earnestly with one consent, that he would not give their children as prey, their wives as plunder, the cities of their inheritance to destruction, and the sanctuary to being profaned and being made a reproach, for the nations to rejoice at.","Ase okobeeka chigunia boigo nagotuba egesasiimero chigunia, bagaetanana egesaasimero na komosaba Omonene bwa Abaisraeli ase ogwetigana gwonsi ere tanchera abana baabo gose abakungu baabo booswe gose emechie yaabo gosarigwa. Bakamoreera Omonene tabanchera abanto b’ebisaku goikerania okogania kwabo kwogosaria Hekalu yaabo ase okoyerentera ogotacheneka."
"The Lord heard their voice, and looked at their affliction. The people continued fasting many days in all Judea and Jerusalem before the sanctuary of the Lord Almighty.",Omonene akaigwa ogosaba kwabo na korora emechaando yaabo. Nigo akorete igo ase engencho abanto ba Yuda na Yerusalemu bagendererete kweng’ata bare ase obosio bwekalu y’Omonene ase engaki entambe. 4:13 rora Esteri 4:16
"And Joakim the high priest, and all the priests who stood before the Lord, and those who ministered to the Lord, had their loins dressed in sackcloth and offered the continual burnt offering, the vows, and the free gifts of the people.","Omokuani omonene Yoakimu, abakuani bande amo na abakoreri bonsi be Hekalu y’Omonene nigo besibete emesibi y’echigunia ase ebinema biabo, bakarua ebingw’anso bi’ogosambwa ase kera rituko, okoruugwa kwogwancha kwa abanto na ebingw’anso biarenge korentwa na abanto ase ogokora okobwatana. 4:14 rora Yoel 2:17"
"They had ashes on their turbans. They cried to the Lord with all their power, that he would look upon all the house of Israel for good.",Bakeyaka riibu ase chianga chiabo komoreera Omonene ayerorere amaabera ense engima ya Israeli.
