English,Kiswahili,Ekegusii,Domain
since December 2023 following the monetary policy action of increasing the central bank rate 
to manage inflation expectation which resulted in the increased cost of credit (Figure 1 1). 
Sustained demand particularly for working capital due to resilient economic activity,  the 
implementation of the Credit Guarantee Scheme for the vulnerable MSMEs  and the projected 
economic growth for 2024 will continue to support private sector credit uptake.  
  

 
 
  
 
41 
Figure 11: Private Sector Credit  
Source of Data: Central Bank of Kenya 
Interest Rates Developments 
95. Interest rates in the year to August 2024 increased reflecting the tight monetary policy 
stance. The interbank rate increased to 12.97 percent in August 2024 compared to 10.48 percent 
in August 2023 and has remained within the prescribed corridor around the CBR (set at CBR± 
150 basis points) ( Figure 12). The 91 -day Treasury Bills r ate increased to 1 5.8 percent in 
August 2024 compared to 1 3.3 percent in August 2023 while the 182 -day Treasury Bills rate 
also increased to 16.7 percent from 13.2 percent over the same period. The 364 -day Treasury 
Bills rate increased to 16.9 percent in August 2024 from 13.6 percent in August 2023. This has 
increased the cost of borrowing by Government from the domestic market.  
Figure 12: Short Term Interest Rates, Percent 
 
Source of Data: Central Bank of Kenya    

 
 
  
 
42 
96. Commercial banks average lending and deposit rates increased in the year to July 2024 
in tandem with the tightening of the monetary policy stance thereby reflecting high cost of 
investable funds. The average lending rate increased to 16. 8 percent in July 2024 from 13. 8 
percent in July 2023 while the average deposit rate increased to 11. 3 percent from 8.4 percent 
over the same period. Consequently, the average interest rate spread decreased to 5.6 percent in 
July 2024 from 5.4 percent in July 2023 (Figure 13).  
Figure 13: Commercial Bank Rates, Percent 
 
Source of Data: Central Bank of Kenya  
External Sector Developments 
97. The current account deficit  narrowed to USD 4,091.3 million (3.2 percent of GDP) in 
June 2024 compared to USD 4,840.9 million (4.5 percent of GDP) in June 2023 reflecting lower 
imports, strong performance of export of goods and services as well as increased remittances    
(Table 17). Goods exports increased by 5.0 percent in the 12 months to June 2024 compared to 
a similar period in 2023, reflecting increased exports of agricultural commodities and re -
exports. Goods imports declined by 3.3 percent in the 12 months to June 2024 compared to a 
similar period of 2023, reflecting lower imports across all categories, except sugar, machinery 
and transport equipment, crude materials, and miscellaneous manufactures. In this respect, the 
balance in the merchandise account improved by USD 961.1 million to a deficit of USD 9,887.8 
million in June 2024.  Remittances increased by 12.9 percent to USD 4,536 million in the 12 
months to June 2024 compare d to USD 4,017 milli on in a similar period in 2023.  Tourist 
arrivals improved by 27.2 percent in the 12 months to June 2024 compared to a similar period 
in 2023. 
  

 
 
  
 
43 
Table 17: Balance of Payments (USD Million)  
 
Source of Data: Central Bank of Kenya 
98. The capital account balance improved by USD 12.8 million to register a surplus of USD 
138.5 million in June 2024 compared to a surplus of USD 125.8 million in the same period in 
2023. Net financial inflows declined to USD 2,817.1 million in June 2024 compared to USD 
3,420.4 million in June 2023 reflecting a slowdown in inflows to the government and other 
sectors. However, portfolio investments and financial derivatives  registered a net outflow 
during the period partly due to Kenya’s limited access to international financial markets owing 
to elevated borrowing costs. 
99. The overall balance of payments position slowed down to a surplus of USD 657.6 
million (0.5 percent of GDP) in June 2024 from a surplus of USD 1,096.5 million (1.0 percent 
of GDP) in June 2023. 
Foreign Exchange Reserves 
100. The banking system’s foreign exchange holdings remained strong at USD 16,438.0 
million in June 2024, an improvement from USD 13,165.6 million in June 2023. The official 
foreign exchange reserves held by the Central Bank stood at USD 8,462.7 million compared to 
USD 8,036.7 million over the same period in 2023  (Figure 14). Commercial banks holdings 
increased to USD 7,975.3 million in June 2024 from USD 5,128.8 million in June 2023.  
101. The CBK foreign exchange reserves remained adequate. Offici al foreign exchange 
reserves stood at USD 7,349 million (3.8 months of import cover as at end August 2024) and 
continue to provide adequate buffer against short-term shocks in the foreign exchange market. 
  

 
 
  
 
44 
Figure 14: Foreign Exchange Reserves (USD Million) 
 
Source of Data: Central Bank of Kenya 
Exchange Rate Developments 
102. The foreign exchange market remained stable in the first half of 2024 despite increased 
global uncertainties, effects of a stronger U.S. Dollar and geopolitical tensions in the Middle 
East. The Kenya Shilling exchange rate was weaker at the turn of the year but strengthened 
against the U.S. Dollar from mid-February 2024 through August 2024. It strengthened by 10.15 
per cent, 8.55 per cent and 9.55 per cent against the US Dollar, Sterling P ound, and the Euro, 
respectively in August 2024 compared to a similar period in 2023. It exchanged at an average 
of Ksh 129.32 per US dollar in August 2024 compared with Ksh 143.93 per US dollar in August 
2023. Similarly, the Kenya Shilling underperformed in all EAC regional currencies over the 
period under consideration. The foreign exchange market was mainly supported by inflows 
from agricultural exports, remittances and portfolio investors while demand was driven by 
pickup in economic activities specific ally in the manufacturing, wholesale, and retail sectors  
(Figure 15). 
103. Through the repayment of the 2024 Eurobond, the Government successfully lowered 
investor uncertainty and improved the financial markets perception. The appreciation and 
stability of the  exchange rate has created confidence and triggered inflows of foreign direct 
investment and attracted investors to the Nairobi Securities Exchange. This appreciation has 
helped to reduce debt service costs, improve performance of domestic borrowing and st abilize 
interest rates. 
  

 
 
  
 
45 
Figure 15: Kenya Shillings Exchange Rate 
  Source of Data: Central Bank of Kenya 
Capital Markets Developments 
104. Economic recovery, appreciation of the Kenya Shilling against major international 
currencies and macroeconomic stabilit y have created confidence and triggered inflows of 
foreign direct investment and attracted investors to the Nairobi Securities Exchange. The NSE 
20 Share Index improved to 1,678 points in August 2024 compared to 1,540 points in August 
2023 while market capitalization also improved to Ksh 1,620 billion from Ksh 1,545 billion 
over the same period (Figure 16). 
Figure 16: Performance of the Nairobi Securities Exchange 
 
Source of Data: Nairobi Securities Exchange 

 
 
  
 
46 
B. Kenya’s Macroeconomic Outlook 
105.  Kenya’s economic performance is projected to remain stable over the medium term  
(Table 1 8 in calendar years and Annex Table 1 in fiscal years). Growth is expected to 
moderate from 5.6 percent in 2023 to a forecast of 5.2 percent in 2024 and 5.4 percent in 2025. 
The growth in 2024 and 2025 will benefit from the enhanced agricultural productivity and a 
resilient services sector.  The rebound in Kenya's agricultural sector is expected to be largely 
driven by favourable weather conditions and productivity-enhancing government interventions. 
The industrial sector will see growth primarily in manufacturing largely reflecting reduction in 
costs of production and easing of exchange rate pressures; and in construction partly attributed 
