English,Ekegusii,Domain,dup_target,encoding_ok
Pilot sub county forum launched to build community trust and improve public reporting as part of the national countering violent extremism strategy.,Emesangerekano ase chikaonti inke yakoretwe korenta obwegenwa ase abanainchi na gokong'ia emeroberio ya abaninchi korwa chiripoti buna ensemo yemoroberio yeserikari gotanga obokebago bwokoruta chipomu.,Security,False,True
Large birds prey on young livestock. Use scare devices and provide sheltered pens.,Ebibaki na makotu nigo akira ebichichu buna endagera yabo. Gitera etugoyao buya na rosia ebinto binga buna omonto obogoretie enyimbo gochia igoro na koyeka aroro kogosa ebinto ebio bitgete koira etugo.,Security,False,True
Videos highlight chapters of the constitution,Esinema ekworokia chinsemo chiegetabu kiamachiko,Education,False,True
Roll-out of school-based playgrounds to promote active breaks and reduce sedentary behavior in children.,"Ugochakigwa ase ebiti chigosori esukuru, erio gosegeta ogotimoka na gokeani chiumbu chimbe ase abana",Health,False,True
US warns of Nairobi CBD protests; plan movement carefully.,America (US) yarure ogokurera gochia ensemo ya gati gati yomochie o'Nairobi igoro yokoroberekana; banga buna ogotara nobongaini.,Security,False,True
"Public launch of rice products fortified with iron, folic acid, B-vitamins, iodine and zinc, aligned with government fortification standards.","Ogochakigwa gwechindagera chinde chire ase omochere omentire ebioma bia asidi ya foliki, ebitamunusi B, ayodini na zinki, gochia amo neserekari erobereti",Health,False,True
"Kenya confirms surge in Mpox cases, tally now at 137 with Busia, Mombasa and Nakuru counties leading with highest number of infections.","Kenya yaenekirie okomenteka ase okoambokera Kwa Mpox, na goikera bono, abarwaire nigo bare 137 ase chikaunti chia Busia,Mombasa na Nakuru chitang'aine ase okoambokera kwa igoro.",Health,True,True
"Women face unique challenges in addiction treatment such as trauma, mental health, stigma & caregiving roles. Gender responsive care are is not optional, it is essential","Abasubati nigo bakonyora emechando ya bene ase oborwaria bw'oboswanya, buna ogochandeka ebirengererio, oborwaria bw'obongo, okonengetwa naboigo na egasi ya korenda abanto bande. Obokonyi botarigwancherera basacha gose abakungu tari ng'ana riogochora, neriengencho mono.",Health,False,True
"Education Cabinet Secretary George Magoha outlined eight critical measures for schools resuming classes—targeted initially at Grades 4, Class?8, and Form?4.","Omominisita bwechisemi George Magoha akabara ebinto 8 biengencho birakonye chisukuru gotairanera ebirasi, orengete abana ba gredi 4, 8, nesekenderi ekerasi gia 4?.",Education,False,True
"4th Floor, Bank of Agriculture building, 162 Independence Avenue, Central Business District Abuja, Nigeria. aatf Telephone : +234 9 4605480; aatf@aatf-africa.","Enyomba ya igoro ya kane yebengi yo'oboremi, 162 oboeto bwobosibore omochie ogati bwomochie bwa'Abuja Nigeria enamba yesimi: +234 9 4605480; aatf@aatf-africa.",Agriculture,True,True
Ministry of Education unveils mobile application with interactive science experiments and tutorials for secondary learners.,"Eminisitiri yechisemi yaansire omroberio bwogokonya abana begesayansi gosoma goetera chikombiuta nechismi erio tari gosoma rioka korende nakorora, gotema na korwa ekerengo eke gochia ekende ase abana bechisekenderi.",Education,False,True
US promotes bovine viral diarrhea vaccination for cattle.,Amerika negenderete kobeta chisindani chiogotanga endwari yogosaa ase etugo.,Agriculture,True,True
Announcement to all: farmers being enlisted in government offered digital training on agricultural aspects.,Ogokurerwa ase bonsi: Omoroberio bweserikari goikerania chisemi chioboremi goetera egechidichitari.,Agriculture,True,True
Healthy mental life contributes to success in your daily work. Priritizing mental health contributes to fruiful work you do and increase yiour incomes,"Obongo bobwate afya engiya nigo bokorenta obobui as'emeremo ogokora. Gotang'ania afya y'obongo nigo gokomenta omokia as obogima, gwakeania ebirengererio, na komenta ebitoki/amagenderero.",Health,True,True
"Farming that affects climate change in plantation fields of fruits require water sourced from electric energy in seeds production, together with carrying..","Oboremi boria bokoremereria ogosareka kwerire ase ase oboremi bwemegondo emenene yamatunda neganetie gotumia amache nechinguru buya chiomorero buya ase okoenana embego, amo nobobogoria amo...",Agriculture,True,True
"Foods like beans,green vegetables, and liver increases blood and body development for children","Chindagera buna chingende, chinyeni machani nenyama yerini ngotanga chire ogokeana kwa amanyingà na gokongia ogokina kwa abana",Health,False,True
"Emergency contacts are: Police (999), Ambulance (911), Fire (990).","Chinamba chiemebasekano: Porisi (999), Erori ya Ambulance (911), Omorero bwatekire (990).",Security,False,True
IEBC urges Kenyan youth to register as voters,ekeombe gietenenerete giechimbebe nobochori giasoroire abasae ime yense yakenya kogenderera kuerikia buna abaaki chikura.,Governance,False,True
Introduction of postpartum exercise and nutrition support groups led by physiotherapists and dietitians.,"Ogochakigwa amazoezi/ogotarataria omobere amo na ebiombe bigokonya chisemi chiechindagera, bikorawa na abanyagitari bogotarataria amo na bari bechindagera",Health,True,True
Stories highlight gender-inclusive civic action,Emegano nkworokia ere igoro yamasomo yobogesaku neki obwenerete gokora ase bonsi.,Education,False,True
Safety audit by Sept 30 using 2008 Manual.,Okomanya nga chisukuru mbuya chire nyuma yechitariki 30 omotienyi 9 goetera egetabu kiomwaka 2008.,Education,False,True
Announcement on the promise by SNV to ciontinue helping educate people on changing eating habits in Kenya when they the bif meeting takes place in Nairobi,Okorari gwechiira korwa SNV kogenderera gokonya oboonchoreria ase chindagera Kenya chingaki chia okoumerana okonene Nairobi,Health,False,True
Search where avocado is largely grown and mostly sold. This reduces transport cost and market availability among women farmers.,Rigia komanya ase chiafukado chiria chachoririrwe na goatananwa as chigotoka na kogorwa ase ebirengo ebi'nene. Eye nekonnabiogo kwororobia engencho ya oogosoa echiro ase abaremi abangina.,Agriculture,True,True
Government has the capacity of helping small industry to produce competitively to reach diaspora markets. This is possible to imvest...,Eserikari nebaise korigia gosra chifakitori chiria chigochka chinyare korosia ebinto biria bikonyara koamerarania ase echiro na goikera koonia ebinto biaye gochia chinse chia isiko. Aya nabo arengete koboka chinguru ase...,Agriculture,True,True
Plan ahead! Develop landslide evacuation plans for schools.,Tanganera kobanga! Rosia omoroberio buna arakonye baria baranyorwe nokwanyeka kweriroba.,Education,False,True
Feed students! Provide meals in drought-affected schools.,Rageria abana! Karue endagera ase chisukuru chiria chire ase chingongo chinyomo.,Education,False,True
"This session focused on promoting sustainable agriculture and building the support needed for STI. Governments were lauded for developing policies, institutions ...","Enkwana eye nigo yarengete gokinia oboremi bwokwegendereria na koagacha ogosira koganeirie ase STI.Amagambi nagokeretwe ase okorosia amachiko, ebikoreri ...",Agriculture,True,True
"Governor Anne Waiguru urges residents to embrace routine cancer screening, emphasizing that early detection remains key to successful treatment.",omogabana Anna Waiguru obasoroire abamenyi kobwatereria bene obotuki bwo oborwaire bwa kansa bwabotambe nagosingerera buna obotuki bwa bwango nabuo bwoka borakonye abagotoka nendwari eyuo kobwenigwa.,Governance,False,True
"... market access and product development, promotion of sustainable land use, access to credit and agricultural inputs, fish safety and quality assurance and ...",Goikera echiro yerigesa riabaremi na obonchoreria oboikeranu bwerigesa riabo nekonye korenda riroba riabo ritenenke as obotobu na oboremi obuya. kogenderera,Agriculture,True,True
Sleeping under treated nets reduces malaria risk for pregnant women and unborn babies.,Korara ime yechineti chibekire amariogo ngokeani chire ekeugoso kia esosera ase abàngina bebwateraneti na abana bataraiborwa,Health,False,True
Safe reopening: All schools must follow 10-point COVID protocol – CS orders!,Koigora mochando otaiyo: Chisukuru chionsi gika chibwatie amangana 10 igoro yogwetanga nenyamayaa. Ogochika kwomonisita bwechisemi!,Education,False,True
Parents: Pay zero fees for public secondary – report any school demanding money to 0800721490 now.,"Abaibori: Timoakana besa ende yonsi gochia esukuru yesekenderi, karwe amang'ana igoro yesukuru ende yonsi egosaba chibesa goetera esimi 0800721490 bono.",Education,False,True
Parents are required to register their new borns after birth with births and death office. The certificate of birth complements the law and enables the government to plan for service delivery.,Abaibori mbagwenerete korikia omwana obo kegima ekero aiboirwe ase obisi ya yokoiborwa na ogokwa. Esatibigeti yokoibora nigo ekorenda richiko riokomanyekana kw'omwana na konyora obokoreri.,Health,False,True
Kenyan farmers have the opportunity of collaboration with coffee market worldwide.,Abaremi ba'Kenyan fbasoire ase omoroberio bwechiro yense yechikagwa na okobwaterana.,Agriculture,True,True
"More so, digital technology can influence agribusiness among youths, reducing barriers..","Mono nayio, dichitari yegetekinorichi nabo erarenganigwe eriokwangoyia omonguso ase oboremi nerigesa nebiasara bioboremiase abasae, gokei ebigocha ...",Agriculture,True,True
NCTC highlighted socio-economic vulnerabilities—poverty and marginalization—as drivers of youth susceptibility to extremist recruitment.,Ekeombe keria ekenene gekorwania obokebago bwokoruta chipomu (NCTC) nkiarogetie buna obogengeru bwobogoko nabanto - obotaka nogochaya buna ebinto bigoseta abase gosoa kwenyora abasqangi ase ogosoa ase ebiombe biria bigosaria amongo abo goitaba obokebago.,Security,False,True
"The Ministry of Health has confirmed more 2 people infected of MPOX, totalling to 33 patients since its outbreak","Ewizara yobobwenia yaenekirie abanto bande babere gotwara MPOX , yamentire esabu yonsi koba 33 korwa ogoateka.",Health,False,True
Create a family emergency plan and meeting point for disasters.,Manyererania genkio nabanto benyoma yao aase ogotamera chingaki chiomobasekano.,Security,False,True
KICD announces plans to accelerate the development of digital learning content for primary school learners.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) yararirie omoroberio bwogosegeta okorosia ayabwenerete gosomigwa yegedichitari ase abana bechisukuru chioboroso.,Education,False,True
KICD develops new e-learning content specifically designed for secondary school learners.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia bare ebitabu biogoma goetera eintaneti birengete abana besekederi.,Education,False,True
"""Be cautious of business mentorship programs advertised by influencers that ask for hefty registration fees. Many lack legal registration.""",Renda kegima tosoa ase emeroberio yogosomia igoro goetera chisimi nabanto bare nokobua gokong'ina nakobebegena bagosaba chibesa chinyinge gosoera Abange babanto aba tiberigeti neserikari.,Security,False,True
"To get insight what technology in agriculture about China provides in Africa, AATF did research to discover what technology is found...","Eri konyora okomanya kwa ime mono eki tekinorochi eki yaabaremi abachaina bakora na eki babwate korwa gocha Africa, AATF bagakora obokongoria bwogoatanana chitekinorochia chireo ...",Agriculture,True,True
I have invoked the public health act after it was declared a pandemic. Thoroughly wash hands and use alcohol based sanitizers. Keep 1-meter distance from a person who is sneezing or coughing. A person who is coughing or sneezing should stay at home and avoid crowds,"Natianirie richiko riobochenu bwensekobwatekana nogotangaswa kwegiateko. Esabe amaboko gotumia chisanitaisa. Tenena oboare bwemita eyemo koru ase omonto ogokorora na goasimora. Omonto ogokorora na goasimora nigo agwenerete kobera nyomba, aare nemesangererekano yabanto.",Health,False,True
Parliament is reviewing amendments to strengthen oversight and enforcement against terrorism financing.,Bunge negendererete korigereria amaonchorerio gokong'ia obomongeria nechinguru igoro yokoa ebibago bwokoruta chibesa.,Security,False,True
GBV survivors get free counseling + legal aid – call 0800721524 now!,"Bario bagochigigwa (GBV) konyora ogokonywa kwa bosa ase ebirengereri na kemachiko, aka esimi 0800721524 bono!",Education,False,True
