English,Ekegusii,Kiswahili
"Keep a strict watch over a headstrong daughter, lest she make you a laughingstock to your enemies, a byword in the city and notorious among the people, and shame you in public.","Omorende mono omoiseke omoenenu, onye taribo ere nagere osekererwe na ababisa bao, aye obe gokogambwa na oyore nerieta ribe ase abanto, akorentere obosooku ase risango riabaanto.",
Don’t gaze at every beautiful body. Don’t sit in the midst of women.,"Tobaisa komogorera obuya bw’omoto onde bwensi, gose goikaransa kogamba nabakungu.",
"For from garments comes a moth, and from a woman comes a woman’s wickedness.","Ekiagera esukubi nigo egosoka korwa ime yechianga, na obobe bw’omokuungu nigo bokorwa ase omokungu.",
"Better is the wickedness of a man than a pleasant woman, a woman who puts you to shame and disgrace.",Obobe bw’omosaacha nigo bore gaigai kobua obuya bw’omokuungu; omokungu nere okorenta obosooku na amachaaya.,
"I will make mention now of the works of the Lord, and will declare the things that I have seen. The Lord’s works are in his words.",Bono inche nimbainyorie emeremo y’Omonene na koraria aria narorire: emeremo y’Omonene nigo egokoreka goetera ase ring’ana riaye.,
The sun that gives light looks at all things. The Lord’s work is full of his glory.,"Risase nigo rikomoreka kera egento kere inse yokomoreka kwaye, emeremo y’Omonene nigo eichire obonene bwaye.",
"The Lord has not given power to the saints to declare all his marvelous works, which the Almighty Lord firmly settled, that the universe might be established in his glory.",Tari oyomo ase abamalaika b’Omonene oranyaare gwatora amakora aye onsi yogokumia ay’Omonene atenenirie. Erio ense etenene bokong’u ase obonene bwaye.,
He searches out the deep and the heart. He has understanding of their secrets. For the Most High knows all knowledge. He sees the signs of the world.,"Ere nigo akorigereria emerindo n’echinkoro chia Mwanyabaanto, na korora emeroberio yaabo emebe. Ekiagera Omonene nigo amanyete chisemi chionsi chiria, naende nigo amanyete ebimanyererio bie chingaki.",
"He declares the things that are past and the things that shall be, and reveals the traces of hidden things.","Ere nigo akoyararia aria abeire na aaria agochia goocha, naboigo kobisioria rinde rionsi ribisegete.",
No thought escapes him. There is not a word hidden from him.,"Tikeiyo ekerengererio keramoete, tiriri nonya nering’ana erimo riranyaare kwebisa are korwa ase are ere.",
"He has ordered the mighty works of his wisdom. He is from everlasting to everlasting. Nothing has been added to them, nor diminished from them. He had no need of any counselor.",Ere orobeirie obonene bw’obong’aini bwaye. Nere bweka oreo korwa kare goika kare. Ere takonyaara komenterwa egento gose kourwa egento; gose tarigeti omonto onde bwensi abe omotebereria oye.,
How desirable are all his works! One may see this even in a spark.,Inaki emeremo yaye ere eyokogookia! Inaki ekomesa emeremo yaye!,
All these things live and remain forever in all manner of uses. They are all obedient.,"Ebinto ebio bionsi nao bire naende inabimenye kare na kare, nabirobio nigo bikomoigwera kera engaki biganeirie.",
"All things are in pairs, one opposite the other. He has made nothing imperfect.",Ebitongire bionsi nigo birobeirie bibere bibere kera ekemo mamincha yekende; na tikeri akorete getari egeikeranu.,
One thing establishes the good things of another. Who could ever see enough of his glory?,Egento ekemo nigo kegoikerania obuya bw’egento kende. Ning’o oria oranyaare korosa ase okorigereria obonene bwaye?,
"The pride of the heavenly heights is the clear sky, the appearance of heaven, in the spectacle of its glory.",Obonene bwa igoro aaria nokomesa kw’obware bwaye bwa igoro; obware bwaye nigo bokororekana bokomekameka ase obonene bwaye.,
"The sun, when it appears, bringing tidings as it rises, is a marvelous instrument, the work of the Most High.","Ekero erioba rikooroka, rirorio nigo rikoraria okomesa kwaye. Ekio negento kiogokumia ere Omonene atongete.",
"At noon, it dries up the land. Who can stand against its burning heat?","Rirorio nigo rigokamokia ense ase omobaso, ning’o oranyaare koremereria ogosamba kwaye?",
"A man tending a furnace is in burning heat, but the sun three times more, burning up the mountains, breathing out fiery vapors, and sending out bright beams, it blinds the eyes.","Omonto nigo akoigereria riiko oigwa ogasamba kwaye, korende risase nigo rigosaamba ebitunwa goika ara gatato boigo. Risase nigo rikoraga okomesa kwaye kwomorero, na okomekameka kwamasase kwaukoria amaiso.",
"Great is the Lord who made it. At his word, he hastens on its course.","Inaki are omonene Omobui oria oritongete, naende oyio ase ogochika kwaye rigendererete ase orogendo rwaye.",
"The moon marks the changing seasons, declares times, and is a sign for the world.","Boigo omotienyi nigo okomesa ase ebiro biaye, oro boigo nekiorokererio getakoera; nigo okoraa chingaki amo n’ebiro.",
"From the moon is the sign of feast days, a light that wanes when it completes its course.",Chingaki chia amatuko amanene nigo chikworokigwa nomotienyi; oborabu bwaye nigo bokoba obonene naende bwakea.,
"The month is called after its name, increasing wonderfully in its changing— an instrument of the army on high, shining in the structure of heaven,","“Omotienyi” bw’amatuko yomotienyi nigo oeire erieta kobwatekana nokororekana kwaye, oro nigo ogokiina ase chinchera chi’ogokumia ase ebiro biaye; oro omonyene nekiorokererio kia abarwani ba igoro ekero okomesa ase obwaro bwaye aria igoro.",
"the beauty of heaven, the glory of the stars, an ornament giving light in the highest places of the Lord.",Okomesa gweching’enang’eni nigo gokworokia obuya bwo obwaro bwa igoro Omonene buna bochabeire kegima aria igoro.,
"At the word of the Holy One, they will stand in due order. They won’t faint in their watches.",Asa ogochika kwaye ere Omochenu nigo chiteneine aria ase chiachikeretwe; chirochio tichiri gotamboka nonya ng’ake ensemo yabo y’oborendi.,
"Look at the rainbow, and praise him who made it. It is exceedingly beautiful in its brightness.","Rigereria omokubinyongo, oro nigo okomotogia ere oria oyotongete omokubunyongo nigo okogokia mono ase okomekameka kwaye!",
It encircles the sky with its glorious circle. The hands of the Most High have stretched it out.,"Oro nigo oetanaine obwaro ase ekeng’ese ekemo kere ekiya, amaboko y’Omonene naro aywareretie.",
"By his commandment, he makes the snow fall and swiftly sends the lightnings of his judgment.",Ase ogochika kw’Omonene obogoria amagena y’embura naboigo okomesa kw’embura buna ere akoyochiika gokora.,
"Therefore the storehouses are opened, and clouds fly out like birds.","Boigo ebiage biaye nigo bikoigoka, amare airuruka korwa aroro buna chinyoni.",
"By his mighty power, he makes the clouds strong and the hailstones are broken in pieces.","Ere ase obonene bwaye, nigo agosangereria amare na gwatia amagena agandire aba embura y’amagena.",
"At his appearing, the mountains will be shaken. At his will, the south wind will blow.","Ekero akororekana, ebigoro nigo bigotengecha, ase okogania kwaye omwaga o Irianyi nigo okogusa.",
"The voice of his thunder rebukes the earth. So does the northern storm and the whirlwind. Like birds flying down, he sprinkles the snow. It falls down like the lighting of locusts.","Eriogi riaye riokogukura nigo agotogonyera ense boigo nokogusa kwomwaga o sugusu ne ekerambauti. Nigo agoserebania okoganda kwaba gwaika gocha inse buna chinyoni, ee buna chingige chikogwa ase riroba.",
The eye is dazzled at the beauty of its whiteness. The heart is amazed as it falls.,"Nigo togoichana korigereria obuya bw’oborabu bwaye, na twakumia ekero okogwa.",
"He also pours out frost on the earth like salt. When it is freezes, it has points like thorns.","Ere nigo agosiarera obonyiu buna omonyo, na ekero b’okobwatana birorekana ebinto biteneine buna amagwa.",
The cold north wind blows and ice freezes on the water. It settles on every pool of water. The water puts it on like it was a breastplate.,"Nigo akogusia omwaga omokendu o sugusu, amagena yembura aranda igoro ase amaache, atuberera chintuboka chionsi chia amaache, yaba buna enguba y’ogwekengera.",
"It will devour the mountains, burn up the wilderness, and consume the green grass like fire.","Obisamba ebitunwa bw’erorooro naboigo kobirura ebitii, na gosusania obonyansi oborere buna obore ase omorero.",
A mist coming speedily heals all things. A dew coming after heat brings cheerfulness.,"Korende riire riaonchora kera egento naende, ekero obonyiu bokororekana na gokendia.",
"By his counsel, he has calmed the deep and planted islands in it.",Ase obong’aini bwaye nigo agotoereria enyancha enene na kobeeka ebisinka aroro.,
Those who sail on the sea tell of its dangers. We marvel when we hear it with our ears.,"Baria bagotaara goetera ase chinyaancha nigo bagoteeba emegano yobwoba boreo, naintwe nigo togoichanigwa nayio tokoigwa.",
There are also those strange and wondrous works in it— variety of all that has life and the huge creatures of the sea.,"Agwo ime ase enyancha mbireo ebitongwa bire ebiokogosa na kwoboyia, ebitongire ebinene kobua na ebiechingeencho chionsi bire moyo.",
"Because of him, his messengers succeed. By his word, all things hold together.","Omonene nigo akomokora kera omotomwa oye konyora amaya, ase ring’ana riaye nigo agotenenia kera egetongwa.",
"We may say many things, but couldn’t say enough. The summary of our words is, “He is everything!”","Natoisa goteeba amange, intwe titokonyaara goikera omoerio, ase obweng’e; “Omonene nere kera egento.”",
How could we have strength to glorify him? For he is himself the greater than all his works.,Intwe ng’ai toranyoore chinguru chi’okomotogia? Ekiagera ere nigo are omonene kobua emeremo yaye yonsi.,
The Lord is awesome and exceedingly great! His power is marvelous!,"Omonene nigo are oyo bw’okoirokia naende omonene mono, okobua kwaye nokwogokumia mono.",
"Glorify the Lord and exalt him as much as you can! For even yet, he will surpass that. When you exalt him, summon your full strength. Don’t be weary, because you can’t praise him enough.","Ekero aye okomotogia Omonene, motogie buna okonyaara, ekiagera ere nigo aetanetie ayio moimokereria igoro, moimokererie igoro ase okobua kwao gwonsi. Aye tobaisa korosa ekiagera tokonyaara komotogia buna egwenerete okore.",
"Who has seen him, that he may describe him? Who can magnify him as he is?","Ere ning’o oyio omorooche ere erio anyare korwa omogano buna ere are? Gose, ning’o oranyaare komotogia aikeranie ekerengo kemogwenerete?",
"Many things greater than these are hidden, for we have seen just a few of his works.","Amakumia amanene kobua aya, nigo abisegete, ekiagera twarorire emeremo yaye emeke igo.",
For the Lord made all things. He gave wisdom to the godly.,"Ekiagera Omonene okorire ebinto bionsi, erio abae esiko baria bamoirogete.",
"Let us now praise famous men, our ancestors in their generations.","Bono tiga tobatogie abanto b’esiko, abagaaka baito n’ebiare biaetire.",
The Lord created great glory in them— his mighty power from the beginning.,"Omonene nigo abaete esiko enene, akabakinia koba abanene korwa amatuko a kare.",
"Some ruled in their kingdoms and were men renowned for their power, giving counsel by their understanding. Some have spoken in prophecies,","Mbareo baria baraete amarwoti abo, abanto abanene ase okobua kwabo; abatebereria baichire nobong’aini abararia b’obobani.",
"leaders of the people by their counsels, and by their understanding, giving instruction for the people. Their words in their instruction were wise.","Abange nigo baraete ebisaku ase ebirengererio biabo, bakaba nobong’aini amo nechiseemi ase okonyorera abanto obuya, bare ne chiseemi ase amang’ana na amorokererio abo.",
"Some composed musical tunes, and set forth verses in writing,","Nigo baroisetie chingeero ase obong’aini bwabo, bakaroisia emeino na koyeriika.",
"rich men endowed with ability, living peaceably in their homes.","Barabwo nigo barenge abatenenku bare nobonda obonge, boigo bamenyete n’obotoereru ase chinka chiabo.",
